TID,KR,EN,TW,JP
hoodItem,<red>※주의!!!※</red>\n지금 창을 닫으시면 후드 상품권이 사라집니다.\n화면을 캡쳐했는지 다시 확인해주세요.,"<red>※CAUTION!※</red>\nIf you close this tap, Hood voucher will disappeard. Please check screen capture.",<red>※注意!!!※</red>\n現在關閉窗口將會使後盾商品券消失。\n請再次確認是否已經截圖。,
HOTYONGSOON_ICEPIECE,얼음 조각,Ice Piece,冰塊,
HOTYONGSOON_SUB_TITLE_0,*모든 미션은 00시에 초기화 됩니다.,*All missions will be reset at 00:00 (KST).,*所有任務將在00:00重置。,
HOTYONGSOON_SUB_TITLE_1,*얼음조각은 '탐험'을 통해 획득할 수 있습니다.,*Ice can be obtained through exploration.,*冰塊可以通過「探索」獲得,
HOTYONGSOON_SUB_TITLE_2,*얼음조각은 '탐험'을 통해 획득할 수 있습니다.,*Ice can be obtained through exploration.,*冰塊可以通過「探索」獲得,
HOTYONGSOON_TALK_0,하... 정말 더워 얼음좀 구해주지 않을래?,It's too hot... Would you collect the ice and give it to me?,唉... 真是太熱了，你能幫我找些冰塊嗎？,
HOTYONGSOON_TALK_1,아직.. 아직도 더워 얼음이 더 필요해!,Not yet. I need more ice!,還... 還是太熱了，我還需要更多的冰塊！,
HOTYONGSOON_TALK_2,더위가 조금 가신거 같아 그래도 얼음을 좀더 구해줄래?,"I think the heat's gone a little bit, but can you get me some more ice?",感覺熱度稍微減少了，但還是能再找些冰塊嗎？,
HOTYONGSOON_TALK_3,초림의 알을 가져가려구? 조금만 더 노력해봐,Do you want Chorim? Get me some more ice,想拿初林的蛋嗎？再努力一點吧！,
HOTYONGSOON_TALK_4,와 정말 얼음을 많이 모아왔구나 ! 초림의 알을 가져갈수있겠어!,Wow! You gave me a lot of ice! Take this.,哇，你真的收集了很多冰塊！現在可以拿到初林的蛋了！,
hpGem,체력 젬,HP Gem,體力寶石,
hpGemResult,체력 젬 다음 단계,HP gem next level,體力寶石下一階段,
hungry,배고픔,HUNGRY,飢餓,
ICON_CHANGE_COST,아이콘 변경시 루비 100개를 소모합니다.,Changing icon costs 100 rubies.,更改圖示時將消耗 100 顆紅寶石。,
ILLEGAL_PROGRAM_DETECTED,불법 프로그램이 감지되었습니다. 게임을 종료합니다.,Illegal program detected. Game will be terminated.,檢測到非法程式，遊戲將關閉。,
inapp_cancel,결제 취소,Cancel Purchase,取消購買,
inapp_cancel_mesg,결제하기를 취소하셨습니다.,Purchase canceled.,購買已取消。,
inapp_error,결제 오류,In App Purchase Error,購買程序錯誤,
inapp_error_mesg,홈페이지의 고객센터로 문의해 주시기 바랍니다.,Please contact customer service via homepage,請與客服支援中心聯繫。\nsupport.dv@smart2on.com,
incubatorSelect,부화기를 선택해주세요!!,select the incubators!!,請選擇孵化器!!,
inDetail,자세히 보기,Detail,詳細查看,
infoMessage,※보물상자는 하루에 한번 생성됩니다.,※ Treasure box can be found once a day.,※寶箱每天會生成一次。,
insertIdAndPw,아이디와 비밀번호를 입력해주세요.,Please enter ID and Password.,請輸入帳號和密碼。,
instantCureAll,전체 즉시치유,ALL INSTANT,全部立即治療,
instantCureAllMsg,%s 골드를 사용하여 모든 드래곤을 즉시 치유하시겠습니까?,Would you like to spend %s gold to instantly heal all your dragons?,您確定要使用%s金幣立即治療所有龍嗎？,
instantCureMsg,%s 골드를 사용하여 드래곤을 즉시 치유하시겠습니까?,Would you like to spend %s gold to instantly heal your dragon?,您確定要使用%s金幣立即治療這隻龍嗎？,
instNewYearItemMsg,<red>%s</red>을(를) 15개이상 모으면 레이드 소환가능,Need 15 <red>%s</red> to summon the even raid.,收集<red>%s</red> 15個以上即可召喚副本。,
introWelcome,안녕하세요.<blue>%s</blue>님<red>\n드래곤빌리지</red>에 오신것을 환영합니다.<red>\n드래곤빌리지</red>는 혜성충돌로 멸종한\n드래곤의 자취가 마지막으로\n남아 있는 곳입니다.\n드래곤을 만나러 모험을 떠나 봅시다.,Hello. <blue>%s</blue>\nWelcome to <red>Dragon Village</red>.<red>\nDragon Village</red> is where the remains of\nextinct dragons from meteor strike.\nLet's go and meet the dragons.,您好，<blue>%s</blue>，歡迎來到<red>龍之村</red>。<red>龍之村</red>是由於彗星撞擊而滅絕的\n龍族最後的痕跡仍然存在的地方。\n讓我們一起冒險，去尋找龍吧。,
introWelcomeEgg,당신은 혜성충돌로 인해\n멸종된줄로만 알았던<lightbrown>\n%s</lightbrown>의 알을\n발견하였습니다.,"You found <lightbrown>%s</lightbrown>'s egg,\nwhich was thought to be extinct\nfrom meteor strike.",傳說中因隕石碰撞而滅絕的<lightbrown>\n%s</lightbrown>龍蛋\n竟然被您無意間發現了！,
introWelcomeEgg2,"저기 바닷가 근처에 <lightbrown>동굴</lightbrown>이 보이네요.<lightbrown>\n드래곤 부화기 2개</lightbrown>를 드릴테니,\n저곳에서 드래곤의 알을\n부화시켜 보세요.","There is a <lightbrown>Cave</lightbrown>.With <lightbrown>\n2 Incubators</lightbrown> try,\nhatching a dragon.",海灘那邊好像有個<lightbrown>洞穴</lightbrown>。<lightbrown>\n我現在送您2個神龍孵化器</lightbrown>，不如去那裡孵化龍蛋\n怎麼樣？,
IS_DRAGON_LOCK,현재 사용중인 드래곤 입니다.,Currently Using a Dragon.,這是目前正在使用的龍。,
isHungryMsg,<red>%s</red>이 배가 고파서\n탐험을 떠날 수 없습니다.\n배고픔은 <lightbrown>음식</lightbrown>으로 회복할 수 있습니다.<lightbrown>\n음식</lightbrown>은 <red>탐험</red>이나 <red>상점</red>에서 구할 수 있습니다.,<red>%s</red> is hungry.\nPlease give <lightbrown>food</lightbrown>.<lightbrown>\nFood</lightbrown>can be found in<red> Adventure</red> or <red>Shop</red>.,<red>%s</red>肚子餓了，無法出發探索。\n飢餓可以通過<lightbrown>食物</lightbrown>來恢復。<lightbrown>\n食物</lightbrown>可以從<red>探索</red>或<red>商店</red>中獲得。,
isWeakMsg,<lightbrown>%s</lightbrown>은(는) 아직 약해<lightbrown>\n%s</lightbrown>(으)로 탐험을 떠나기에는 위험합니다.,<lightbrown>%s</lightbrown> is weak.\nSo it's dangerous to explore <lightbrown>%s</lightbrown>.,<lightbrown>%s</lightbrown>仍然很弱，<lightbrown>%s</lightbrown>去探索還是太危險了。,
ITEM_NUMBER_ERROR,아이템 번호 오류\n아이템 번호: %d가 존재하지 않습니다,Item number error\nItem No: %d doesn't exist,道具編號錯誤\n道具編號：%d 不存在。,
ITEM_PACKAGE_NAME,아이템 상자,Item Bundle,道具箱,
itemCannotSetup,%s 설치할 공간이 없습니다.,No place to setup %s.,沒有空間安裝%s。,
itemChanged,"%s(이)가 ""%s""(으)로 변하였습니다.",%s has changed to %s.,"%s已經變成了""%s""。",
itemCollectionTradeTitle,아이템 교환소,Item exchange,道具兌換所,
itemError,에러 발생,Error occured,發生錯誤,
itemGived,아이템이 지급되었습니다.,Item has been issued.,道具已發放。,
itemRewarded,보상으로 %s %d개를 얻었습니다.\n자세한 내용은 동굴의 가방에서 확인할 수 있습니다.,"As a reward you have received %s.\nFor details, check your bag in the cave.",作為獎勳，您獲得了%s %d個。\n您可以在洞穴的背包中查看詳細內容。,
itemRewardedDiamond,축하합니다.\n보상으로 %s를 얻었습니다.,Congratulations.\nAs a reward you have received %s.,恭喜！！\n獲得獎勵：%s！,
itemRewardedEggPiece,보상으로 %s %d개를 얻었습니다.,%d %s is received for compensation,獲得補償獎勵： %s %d個,
itemShopComment,어서오게!\n이제 막 좋은 아이템이 많이 들어왔네.,Welcome!\nWe just hauled a lot great items.,歡迎光臨！\n剛剛有大量優質道具進貨。,
itemShopCommentBuyBubble,%s(을)를\n완전무결한 물방울 %s개에 구매하였습니다.\n감사합니다.,You have purchased %s with %s indestructable water drops. Thank you.,購買 %s 成功！\n已消耗 %s 個無暇水滴。\n謝謝光臨！,
itemShopCommentBuyDarkPiece,%s(을)를\n어둠의 조각 %s개에 구매하였습니다.\n감사합니다.,You have purchased %s with %s shards of darkness. Thank you.,購買 %s 成功！\n已消耗 %s 個暗之碎片。\n謝謝光臨！,
itemShopCommentBuyDiamond,%s(을)를\n다이아 %s개에 구매하였습니다.\n감사합니다.,You bought a %s\nwith %s diamonds.\nThank You.,購買 %s 成功！\n已消耗 %s 個鑽石。\n謝謝光臨！,
itemShopCommentBuyElement,%s(을)를\n정기 %s개에 구매하였습니다.\n감사합니다.,You bought an %s Dragon Egg\nwith %s earth elements.\nThank You.,購買 %s 成功！\n已消耗 %s 個元素。\n謝謝光臨！,
itemShopCommentBuyFire,%s(을)를\n불의 정기 %s개에 구매하였습니다.\n감사합니다.,You have purchased %s with %s fire elements. Thank you.,購買 %s 成功！\n已消耗 %s 個火的元素。\n謝謝光臨！,
itemShopCommentBuyLightPiece,%s(을)를\n빛의 조각 %s개에 구매하였습니다.\n감사합니다.,You have purchased %s with %s shards of light. Thank you.,購買 %s 成功！\n已消耗 %s 個光之裂片。\n謝謝光臨！,
itemShopCommentBuyMoney,%s(을)를\n%s에 구매하였습니다.\n감사합니다.,You bought %s\nfor %s.\nThank You.,您已將%s以%s購買。\n謝謝。,
itemShopCommentNotBubble,%s(을)를 구매하기에는 완전무결한 물방울이 모자랍니다.,Not enough %s to purchase indestructable waterdrops.,購買%s所需的完美水滴不足。,
itemShopCommentNotDarkPiece,%s(을)를 구매하기에는 어둠의 조각이 모자랍니다.,Not enough %s to purchase shards of darkness.,購買%s所需的暗之碎片不足。,
itemShopCommentNotDiamond,%s(을)를 구매하기에는 다이아가 모자랍니다.,You don't have enough diamonds to buy a %s.,購買%s所需的鑽石不足。,
itemShopCommentNotElement,%s(을)를 구매하기에는 정기가 모자랍니다.,You don't have enough earth elements to buy an %s Dragon Egg.,購買%s所需的元素不足。,
itemShopCommentNotFire,%s(을)를 구매하기에는 불의 정기가 모자랍니다.,Not enough fire element to purchase %s,購買%s所需的火的元素不足。,
itemShopCommentNotLightPiece,%s(을)를 구매하기에는 빛의 조각이 모자랍니다.,Not enough %s to purchase shards of light.,購買%s所需的光之碎片不足。,
itemShopCommentNotMoney,%s(을)를 구매하기에는 돈이 모자랍니다.,You don't have enough gold to buy %s.,購買%s所需的金錢不足。,
itemShopCommentNotSoccer,%s(을)를 구매하기에는 축구공이 모자랍니다.,You don't have enough Soccer Balls to buy %s.,購買%s所需的足球不足。,
itemWarning,※ 아이템은 탈부착이 가능합니다.,※ Item can be taken on and off,※ 道具可自由穿脫,
join,참가,Join,進入,
join_not_guild,길드에 가입되어 있지 않습니다.,Not registered to a guild.,您尚未加入公會。,
jokerComment,조커 카드\n아무 용 카드의 역할을 하는 카드이다.,Wild Card\nThe card can be combined with any card.,小丑卡\n這是一張可以當作任何卡片使用的卡。,
KEY_EXCHANGE_SUCCESS,포인트를 황금 열쇠로 교환했습니다.,Points exchanged for Golden Key.,已將點數兌換為黃金鑰匙。,
KEY_PURCHASE_UNAVAILABLE,현재 키 구매를 이용할 수 없습니다.,Key purchase is currently unavailable.,目前無法購買鑰匙。,
keyfloor1,탐험 중 획득.,Get while exploring.,探索中獲得。,
keyfloor2,금빛 해골 기사 처치.,Defeat Golden Skeleton Knight,擊敗金色骷髏騎士。,
keyfloor3,흑마법사 3마리 처치.,Defeat 3 Black Magician,擊敗三隻黑魔法師。,
keyfloor4,광폭화베어 3마리 처치.,Defeat 3 Berserk Bear.,擊敗三隻狂暴熊。,
keyfloor5,-,-,-,
killAmount,킬 수,Kills,擊殺,
killedByBomb,폭탄에 입은 피해로 행동 불능이 되었습니다.,Injured due to damage by bomb.,因為炸彈造成的傷害，無法進行行動。,
killInfoLabel,%s님이 %s에서 %s에 걸렸습니다.,"%s has been caught in %s, by %s.",%s在%s被打中%s。,
killInfoLabel2,%s이 %s에서 %s을 제거했습니다.,%s removed object from %s. Object: %s,%s從%s中去除%s。,
killsUnit,명,,名,
knockedOut,토너먼트에서 탈락하셨습니다.,Knocked out of tournament.,在錦標賽中淘汰出局。,
LABORATORY_MATCH_DECK_VALID_FAILED,비어 있는 슬롯을 가진 덱은 선택할수 없습니다.,Can't select a deck with empty slots,無法選擇包含空白欄位的卡組。,
LABORATORY_MATCH_EXPLAIN,대전할 두개의 덱을 선택해주세요.,Please choose two decks to compete with.,請選擇兩副要對戰的卡組。,
LACK_MEDICINE,치료제가 부족합니다.,Not enough medicine.,治療藥劑不足。,
LEAGUE_HELP_1,동관 미만 참가 가능,Available for Bronze Crown and below.,未達到銅罐者可參加,
LEAGUE_HELP_2,"SSS, 강림, 진각성 사용 불가","SSS grade, Advent, Jin-awaken dragon is not available.",SSS、降臨、真覺醒不可使用,
LEAGUE_HELP_3,5성 이상 정령 사용 불가,Spirits of 5-star or higher,禁止使用5星以上的精靈,
LEAGUE_HELP_4,32젬 이상 사용 불가,Gems of 32 or higher,禁止使用32顆以上的寶石,
LEAGUE_HELP_5,6등급 물약 이상 사용 불가,Drinks of 6-grade or higher,不可使用6級以上的藥水,
LEAGUE_HELP_6,동관 이상 참가 가능,Available for Bronze crown and over.,銅冠以上可參加,
LEAGUE_HELP_7,우승자,Super Rookie,冠軍,
LEAGUE_HELP_8,우승자 없음,No Super Rookie,沒有冠軍,
LEAGUE_HELP_9,루키 대전,Rookie Battle,新手對戰,
LEAGUE_HELP_10,참가자격 : 동관 미만,Eligibility: Under crown,參加資格 : 未滿銅冠者,
LEAGUE_HELP_11,정령 불가,Unavailable spirit,精靈不可,
LEAGUE_HELP_12,젬 불가,Unavailable gem,不可使用寶石,
LEAGUE_HELP_13,물약 불가,Unavailable drink,不可使用藥水,
LEAGUE_HELP_14,1. 동관 미만이 참가하는 경기입니다.,1. Tamers under Bronze crown are allowed to participate,1.這是一場僅限於「銅冠以下」參加的比賽。,
LEAGUE_HELP_15,2. 참가비는 10 황금 다이아입니다.,2. The entry fee is 10 Golden Diamonds.,2.參賽費用為 10 黃金鑽石。,
LEAGUE_HELP_16,"3. 32인만 참가할 수 있고 신청자 초과시, 주간 랭킹이 높은 순위부터 참가 할 수 있습니다.","3. Up to 32 tamers are allowed to participate, if the limit is exceeded, the higher ranked tamers will participate.",3.僅限 32 人參加，若報名人數超過限制，則依周排名從高到低順序選擇參加者。,
LEAGUE_HELP_17,"4. 참가 실패시, 참가기간이 종료된 후에 참가비를 환불해 드립니다.","4. If a tamer fails to participate, the fee will be refunded after the application period is over.",4.若參賽失敗，將在參賽期結束後退還參賽費。,
LEAGUE_HELP_18,5. 아래 조건의 드래곤들은 입장할 수 없습니다.,5. Dragons under the following conditions are not allowed.,5.以下條件的龍不能進場參賽。,
LEAGUE_HELP_19,"- SSS, 강림, 진각성 사용 불가","- SSS grade, Advent, Jin-awaken dragon is not available.\n",- SSS、降臨、真覺醒不可使用,
LEAGUE_HELP_20,- 5성이상 정령 사용 불가,- Spirits of 5-star or higher\n ,- 5星以上的精靈不可使用,
LEAGUE_HELP_21,- 32젬 이상 사용 불가,- Gems of 32 or higher\n ,- 不可使用32顆以上的寶石,
LEAGUE_HELP_22,- 6등급 이상 물약 사용 불가,- Drinks of 6-grade or higher.,- 不可使用6級以上的藥水,
LEAGUE_HELP_23,루키 대전 속성 버프,ELEMENT BUFF,新手對戰屬性加成,
LEAGUE_HELP_24,동관 미만 참가 가능합니다.,Only tamers lower than Bronze crown can participate.,童冠以下可以參加。,
LEMURIA_QUEST_1,마을로 이동,Go to Village,移動到村莊,
LEMURIA_QUEST_2,하늘왕국 왕궁별채로 이동하자,Go to Royal Villa,蒼空帝國王宮別墅,
LEMURIA_QUEST_4,나무 던전의 타락한 미아메이스를 격파하자,Defeat Miameith at Tree dungeon,擊敗樹木地牢中的墮落米亞梅斯,
LEMURIA_QUEST_5,고룡의 무덤의 재앙의 칼리시를 격파하자,Defeat Khaleesi at Bone Yard,擊敗古龍墓中的災厄卡莉希。,
LEMURIA_QUEST_6,고룡의 무덤에서 의문의 드래곤과 전투,Battle with unidentified dragon at Bone Yard,在古龍墓中與神秘的龍進行戰鬥。,
LEMURIA_QUEST_7,하늘왕국 왕궁별채로 이동,Go to Royal Villa,前往蒼空帝國的王宮別墅。,
LEMURIA_QUEST_8,하늘왕국 왕궁으로 이동,Go to The Castle,前往蒼空帝國的王宮。,
LEMURIA_QUEST_9,마을로 이동,Go to Village,前往村莊。,
LEMURIA_QUEST_10,고룡의 무덤에서 전투 %d/5회,Fight at Bone Yard %d/5,在巨龍墳墓進行%d/5次戰鬥 ,
LEMURIA_QUEST_11,고룡의 무덤에서 보스 전투 승리 1회,Defeat Khaleesi of Disaster,在巨龍墳墓擊敗首領 1次,
